split,source_video,frame,image,label,positive,faces
train,VID_20231122_101409,1229,VID_20231122_101409_mp4-1229_jpg.rf.659d61df51c3a7a04ca855ccff444b2c.jpg,VID_20231122_101409_mp4-1229_jpg.rf.659d61df51c3a7a04ca855ccff444b2c.txt,0,0
train,VID_20231122_101409,1239,VID_20231122_101409_mp4-1239_jpg.rf.0b8d3ebbe03e9075d35accf14440a50e.jpg,VID_20231122_101409_mp4-1239_jpg.rf.0b8d3ebbe03e9075d35accf14440a50e.txt,0,0
train,VID_20231122_101409,123,VID_20231122_101409_mp4-123_jpg.rf.7bc79645bfb206dd430695726eef6eb2.jpg,VID_20231122_101409_mp4-123_jpg.rf.7bc79645bfb206dd430695726eef6eb2.txt,0,0
train,VID_20231122_101409,1243,VID_20231122_101409_mp4-1243_jpg.rf.34d91631bffd75f950e544e591fbe985.jpg,VID_20231122_101409_mp4-1243_jpg.rf.34d91631bffd75f950e544e591fbe985.txt,0,0
train,VID_20231122_101409,1250,VID_20231122_101409_mp4-1250_jpg.rf.d8c85dbb73a2558d19e3232e0fc3264d.jpg,VID_20231122_101409_mp4-1250_jpg.rf.d8c85dbb73a2558d19e3232e0fc3264d.txt,0,0
train,VID_20231122_101409,1251,VID_20231122_101409_mp4-1251_jpg.rf.782d48b5391a6b0b00f7654025571fc4.jpg,VID_20231122_101409_mp4-1251_jpg.rf.782d48b5391a6b0b00f7654025571fc4.txt,0,0
train,VID_20231122_101409,1255,VID_20231122_101409_mp4-1255_jpg.rf.e10cbb71bf4785c13d84f887fe0ce154.jpg,VID_20231122_101409_mp4-1255_jpg.rf.e10cbb71bf4785c13d84f887fe0ce154.txt,0,0
train,VID_20231122_101409,1275,VID_20231122_101409_mp4-1275_jpg.rf.27ef15ea9eda94747240d7ec0a973308.jpg,VID_20231122_101409_mp4-1275_jpg.rf.27ef15ea9eda94747240d7ec0a973308.txt,0,0
valid,VID_20231122_101409,1278,VID_20231122_101409_mp4-1278_jpg.rf.a56e030ad1d8c3d2128e2ffd8be3a071.jpg,VID_20231122_101409_mp4-1278_jpg.rf.a56e030ad1d8c3d2128e2ffd8be3a071.txt,1,2
valid,VID_20231122_101409,1281,VID_20231122_101409_mp4-1281_jpg.rf.32525eb43fa724460a0edcc6dc9d1f76.jpg,VID_20231122_101409_mp4-1281_jpg.rf.32525eb43fa724460a0edcc6dc9d1f76.txt,1,2
valid,VID_20231122_101409,1286,VID_20231122_101409_mp4-1286_jpg.rf.4b5b5ba3e3b511759f2546d3c9b0994e.jpg,VID_20231122_101409_mp4-1286_jpg.rf.4b5b5ba3e3b511759f2546d3c9b0994e.txt,1,2
valid,VID_20231122_101409,1292,VID_20231122_101409_mp4-1292_jpg.rf.3ccd26f367aa79ea6a6ce68a49c00396.jpg,VID_20231122_101409_mp4-1292_jpg.rf.3ccd26f367aa79ea6a6ce68a49c00396.txt,1,2
valid,VID_20231122_101409,1301,VID_20231122_101409_mp4-1301_jpg.rf.67372b83867ca0838c1aaaed844d3565.jpg,VID_20231122_101409_mp4-1301_jpg.rf.67372b83867ca0838c1aaaed844d3565.txt,1,2
valid,VID_20231122_101409,1303,VID_20231122_101409_mp4-1303_jpg.rf.7b8c12eaea58ef19ac68c81262d0808d.jpg,VID_20231122_101409_mp4-1303_jpg.rf.7b8c12eaea58ef19ac68c81262d0808d.txt,1,2
valid,VID_20231122_101409,1316,VID_20231122_101409_mp4-1316_jpg.rf.f687942185bc211859342c174f49a369.jpg,VID_20231122_101409_mp4-1316_jpg.rf.f687942185bc211859342c174f49a369.txt,1,2
valid,VID_20231122_101409,1323,VID_20231122_101409_mp4-1323_jpg.rf.500a041ac6896f69e0559c490463e399.jpg,VID_20231122_101409_mp4-1323_jpg.rf.500a041ac6896f69e0559c490463e399.txt,1,2
train,VID_20231122_101409,132,VID_20231122_101409_mp4-132_jpg.rf.a5da2eb91aae16b27b1c9c6ab9a77d8e.jpg,VID_20231122_101409_mp4-132_jpg.rf.a5da2eb91aae16b27b1c9c6ab9a77d8e.txt,0,0
valid,VID_20231122_101409,1338,VID_20231122_101409_mp4-1338_jpg.rf.0f57604f1b3e91ac75c51455afe8791c.jpg,VID_20231122_101409_mp4-1338_jpg.rf.0f57604f1b3e91ac75c51455afe8791c.txt,1,3
valid,VID_20231122_101409,1363,VID_20231122_101409_mp4-1363_jpg.rf.4f97da637db2b05624204308d9c1b9b2.jpg,VID_20231122_101409_mp4-1363_jpg.rf.4f97da637db2b05624204308d9c1b9b2.txt,1,1
valid,VID_20231122_101409,1367,VID_20231122_101409_mp4-1367_jpg.rf.b01ebe68682d711dc25ee4c57f947a89.jpg,VID_20231122_101409_mp4-1367_jpg.rf.b01ebe68682d711dc25ee4c57f947a89.txt,1,1
valid,VID_20231122_101409,1368,VID_20231122_101409_mp4-1368_jpg.rf.7e34e641145c3c290afc9360ceab69b7.jpg,VID_20231122_101409_mp4-1368_jpg.rf.7e34e641145c3c290afc9360ceab69b7.txt,1,1
valid,VID_20231122_101409,1369,VID_20231122_101409_mp4-1369_jpg.rf.6e9bcaa5fa27cee538478b88d4e83be3.jpg,VID_20231122_101409_mp4-1369_jpg.rf.6e9bcaa5fa27cee538478b88d4e83be3.txt,1,1
valid,VID_20231122_101409,1379,VID_20231122_101409_mp4-1379_jpg.rf.1da0ac252b16a5b774b56b3d06a3b30e.jpg,VID_20231122_101409_mp4-1379_jpg.rf.1da0ac252b16a5b774b56b3d06a3b30e.txt,0,0
valid,VID_20231122_101409,1381,VID_20231122_101409_mp4-1381_jpg.rf.bad6fee0ab4da50480faced26209b617.jpg,VID_20231122_101409_mp4-1381_jpg.rf.bad6fee0ab4da50480faced26209b617.txt,0,0
valid,VID_20231122_101409,1390,VID_20231122_101409_mp4-1390_jpg.rf.92bddc5e2745809b8ec5b56a39ac0697.jpg,VID_20231122_101409_mp4-1390_jpg.rf.92bddc5e2745809b8ec5b56a39ac0697.txt,0,0
valid,VID_20231122_101409,1395,VID_20231122_101409_mp4-1395_jpg.rf.0002521846cb89c4c3e8a1f20a1ba255.jpg,VID_20231122_101409_mp4-1395_jpg.rf.0002521846cb89c4c3e8a1f20a1ba255.txt,0,0
valid,VID_20231122_101409,1401,VID_20231122_101409_mp4-1401_jpg.rf.97195fcf9a14b4f3065dce433d1b8aa3.jpg,VID_20231122_101409_mp4-1401_jpg.rf.97195fcf9a14b4f3065dce433d1b8aa3.txt,0,0
valid,VID_20231122_101409,1406,VID_20231122_101409_mp4-1406_jpg.rf.4313621e08ad22800ad554789d81e595.jpg,VID_20231122_101409_mp4-1406_jpg.rf.4313621e08ad22800ad554789d81e595.txt,0,0
valid,VID_20231122_101409,1413,VID_20231122_101409_mp4-1413_jpg.rf.a748db42d428e3a1dfc35ce82400e0b9.jpg,VID_20231122_101409_mp4-1413_jpg.rf.a748db42d428e3a1dfc35ce82400e0b9.txt,0,0
valid,VID_20231122_101409,1421,VID_20231122_101409_mp4-1421_jpg.rf.7fb36e7042ea3202dd9a6dd98fefe3be.jpg,VID_20231122_101409_mp4-1421_jpg.rf.7fb36e7042ea3202dd9a6dd98fefe3be.txt,1,1
valid,VID_20231122_101409,1450,VID_20231122_101409_mp4-1450_jpg.rf.3800aaffa7d601a2edd1a03a460b91c8.jpg,VID_20231122_101409_mp4-1450_jpg.rf.3800aaffa7d601a2edd1a03a460b91c8.txt,1,1
valid,VID_20231122_101409,1456,VID_20231122_101409_mp4-1456_jpg.rf.b200dfd4341f5ed419591a595756894f.jpg,VID_20231122_101409_mp4-1456_jpg.rf.b200dfd4341f5ed419591a595756894f.txt,1,3
valid,VID_20231122_101409,1461,VID_20231122_101409_mp4-1461_jpg.rf.fc7904c0b6ddfeeb05784a98f4ff35d0.jpg,VID_20231122_101409_mp4-1461_jpg.rf.fc7904c0b6ddfeeb05784a98f4ff35d0.txt,1,5
valid,VID_20231122_101409,1483,VID_20231122_101409_mp4-1483_jpg.rf.d0c1cf4000806c1be6d4184deb06d136.jpg,VID_20231122_101409_mp4-1483_jpg.rf.d0c1cf4000806c1be6d4184deb06d136.txt,1,2
valid,VID_20231122_101409,1492,VID_20231122_101409_mp4-1492_jpg.rf.77838ac409e634c5b112256d78e98fc6.jpg,VID_20231122_101409_mp4-1492_jpg.rf.77838ac409e634c5b112256d78e98fc6.txt,1,1
valid,VID_20231122_101409,1498,VID_20231122_101409_mp4-1498_jpg.rf.8544cb7d2e19652d21c4bb408782c6ba.jpg,VID_20231122_101409_mp4-1498_jpg.rf.8544cb7d2e19652d21c4bb408782c6ba.txt,0,0
train,VID_20231122_101409,14,VID_20231122_101409_mp4-14_jpg.rf.b643ded6428a5f28b0b35fa2fc4fe367.jpg,VID_20231122_101409_mp4-14_jpg.rf.b643ded6428a5f28b0b35fa2fc4fe367.txt,0,0
valid,VID_20231122_101409,1505,VID_20231122_101409_mp4-1505_jpg.rf.965128aaffcf2bafd8890ac8496e6c9f.jpg,VID_20231122_101409_mp4-1505_jpg.rf.965128aaffcf2bafd8890ac8496e6c9f.txt,0,0
valid,VID_20231122_101409,1512,VID_20231122_101409_mp4-1512_jpg.rf.659f5e79caecafac4ac85f890e434b67.jpg,VID_20231122_101409_mp4-1512_jpg.rf.659f5e79caecafac4ac85f890e434b67.txt,0,0
valid,VID_20231122_101409,1513,VID_20231122_101409_mp4-1513_jpg.rf.e82e31549d7367bab24573357addda0c.jpg,VID_20231122_101409_mp4-1513_jpg.rf.e82e31549d7367bab24573357addda0c.txt,0,0
valid,VID_20231122_101409,1527,VID_20231122_101409_mp4-1527_jpg.rf.58cf3f7bcc7755a2f2e7717c2b803c7d.jpg,VID_20231122_101409_mp4-1527_jpg.rf.58cf3f7bcc7755a2f2e7717c2b803c7d.txt,1,1
valid,VID_20231122_101409,1540,VID_20231122_101409_mp4-1540_jpg.rf.ad50e6c9b452219e8b6b11f266690de4.jpg,VID_20231122_101409_mp4-1540_jpg.rf.ad50e6c9b452219e8b6b11f266690de4.txt,1,1
train,VID_20231122_101409,157,VID_20231122_101409_mp4-157_jpg.rf.df40b7ca74a8b2678bb8a3bcc9055df7.jpg,VID_20231122_101409_mp4-157_jpg.rf.df40b7ca74a8b2678bb8a3bcc9055df7.txt,0,0
valid,VID_20231122_101409,1582,VID_20231122_101409_mp4-1582_jpg.rf.fbb344d53a5e47f3b306c1f7d438e444.jpg,VID_20231122_101409_mp4-1582_jpg.rf.fbb344d53a5e47f3b306c1f7d438e444.txt,1,1
valid,VID_20231122_101409,1586,VID_20231122_101409_mp4-1586_jpg.rf.8ab9043a5926b68c4edf5f497b26d576.jpg,VID_20231122_101409_mp4-1586_jpg.rf.8ab9043a5926b68c4edf5f497b26d576.txt,1,1
valid,VID_20231122_101409,1612,VID_20231122_101409_mp4-1612_jpg.rf.8fb071ad84d294757e16e2b88c9e36e2.jpg,VID_20231122_101409_mp4-1612_jpg.rf.8fb071ad84d294757e16e2b88c9e36e2.txt,1,4
valid,VID_20231122_101409,1616,VID_20231122_101409_mp4-1616_jpg.rf.981b02a33b47350fbdbf0a446aaabbc5.jpg,VID_20231122_101409_mp4-1616_jpg.rf.981b02a33b47350fbdbf0a446aaabbc5.txt,1,3
valid,VID_20231122_101409,1631,VID_20231122_101409_mp4-1631_jpg.rf.a43f288557b6a4e87146cf10cf0fac4a.jpg,VID_20231122_101409_mp4-1631_jpg.rf.a43f288557b6a4e87146cf10cf0fac4a.txt,1,1
valid,VID_20231122_101409,1640,VID_20231122_101409_mp4-1640_jpg.rf.eb2aec036bb63a8b7eaed105790c6a08.jpg,VID_20231122_101409_mp4-1640_jpg.rf.eb2aec036bb63a8b7eaed105790c6a08.txt,0,0
valid,VID_20231122_101409,1645,VID_20231122_101409_mp4-1645_jpg.rf.f662fefd9ad9075f402b46e5c50fe4ff.jpg,VID_20231122_101409_mp4-1645_jpg.rf.f662fefd9ad9075f402b46e5c50fe4ff.txt,0,0
valid,VID_20231122_101409,1647,VID_20231122_101409_mp4-1647_jpg.rf.efdf359e2b5a64d9e64fb3d90e6260fd.jpg,VID_20231122_101409_mp4-1647_jpg.rf.efdf359e2b5a64d9e64fb3d90e6260fd.txt,0,0
valid,VID_20231122_101409,1664,VID_20231122_101409_mp4-1664_jpg.rf.c429a145649a6b06825a5c00b6f198b0.jpg,VID_20231122_101409_mp4-1664_jpg.rf.c429a145649a6b06825a5c00b6f198b0.txt,0,0
valid,VID_20231122_101409,1667,VID_20231122_101409_mp4-1667_jpg.rf.e8a0e023e82eccb5b519a5a7719f4123.jpg,VID_20231122_101409_mp4-1667_jpg.rf.e8a0e023e82eccb5b519a5a7719f4123.txt,0,0
valid,VID_20231122_101409,1675,VID_20231122_101409_mp4-1675_jpg.rf.1b8f1f1024fc802d09cf7a2295649ab6.jpg,VID_20231122_101409_mp4-1675_jpg.rf.1b8f1f1024fc802d09cf7a2295649ab6.txt,0,0
valid,VID_20231122_101409,1676,VID_20231122_101409_mp4-1676_jpg.rf.4e2054c8bf2591e9b6e3087be0930380.jpg,VID_20231122_101409_mp4-1676_jpg.rf.4e2054c8bf2591e9b6e3087be0930380.txt,0,0
valid,VID_20231122_101409,1703,VID_20231122_101409_mp4-1703_jpg.rf.899c72af807d4f467d8f6ac9f3d4298d.jpg,VID_20231122_101409_mp4-1703_jpg.rf.899c72af807d4f467d8f6ac9f3d4298d.txt,0,0
valid,VID_20231122_101409,1704,VID_20231122_101409_mp4-1704_jpg.rf.5acfc5a7804ee6ac3738121cb13b535d.jpg,VID_20231122_101409_mp4-1704_jpg.rf.5acfc5a7804ee6ac3738121cb13b535d.txt,0,0
valid,VID_20231122_101409,1710,VID_20231122_101409_mp4-1710_jpg.rf.a7afa969c8f74465fe5ce853d46c0dbe.jpg,VID_20231122_101409_mp4-1710_jpg.rf.a7afa969c8f74465fe5ce853d46c0dbe.txt,0,0
valid,VID_20231122_101409,1716,VID_20231122_101409_mp4-1716_jpg.rf.54982dacb93e1cc7b80e61ebd174e90d.jpg,VID_20231122_101409_mp4-1716_jpg.rf.54982dacb93e1cc7b80e61ebd174e90d.txt,1,1
valid,VID_20231122_101409,1719,VID_20231122_101409_mp4-1719_jpg.rf.9a3165b61a43132d1629b30270b24b0f.jpg,VID_20231122_101409_mp4-1719_jpg.rf.9a3165b61a43132d1629b30270b24b0f.txt,0,0
valid,VID_20231122_101409,1723,VID_20231122_101409_mp4-1723_jpg.rf.d829f9579fecccb848cf2dd32320592d.jpg,VID_20231122_101409_mp4-1723_jpg.rf.d829f9579fecccb848cf2dd32320592d.txt,0,0
valid,VID_20231122_101409,1726,VID_20231122_101409_mp4-1726_jpg.rf.70b5b6850165c037a5980abb7e1b1ca1.jpg,VID_20231122_101409_mp4-1726_jpg.rf.70b5b6850165c037a5980abb7e1b1ca1.txt,0,0
valid,VID_20231122_101409,1732,VID_20231122_101409_mp4-1732_jpg.rf.3f89651a4bbc864acdc092f90e608749.jpg,VID_20231122_101409_mp4-1732_jpg.rf.3f89651a4bbc864acdc092f90e608749.txt,0,0
valid,VID_20231122_101409,1733,VID_20231122_101409_mp4-1733_jpg.rf.b66b7a1bc8f1fb7ad7fda47fc6814b6d.jpg,VID_20231122_101409_mp4-1733_jpg.rf.b66b7a1bc8f1fb7ad7fda47fc6814b6d.txt,0,0
valid,VID_20231122_101409,1739,VID_20231122_101409_mp4-1739_jpg.rf.831b07775bdbd6f2f86b3266a66f95a1.jpg,VID_20231122_101409_mp4-1739_jpg.rf.831b07775bdbd6f2f86b3266a66f95a1.txt,1,1
valid,VID_20231122_101409,1750,VID_20231122_101409_mp4-1750_jpg.rf.07dab5089b8409157e662cc6ca9ab227.jpg,VID_20231122_101409_mp4-1750_jpg.rf.07dab5089b8409157e662cc6ca9ab227.txt,0,0
valid,VID_20231122_101409,1763,VID_20231122_101409_mp4-1763_jpg.rf.a27ea5a8ebc26969b1e27c98ba4adb27.jpg,VID_20231122_101409_mp4-1763_jpg.rf.a27ea5a8ebc26969b1e27c98ba4adb27.txt,0,0
valid,VID_20231122_101409,1767,VID_20231122_101409_mp4-1767_jpg.rf.94e2a3ede88f74c07498ff85adc290a2.jpg,VID_20231122_101409_mp4-1767_jpg.rf.94e2a3ede88f74c07498ff85adc290a2.txt,1,2
valid,VID_20231122_101409,1772,VID_20231122_101409_mp4-1772_jpg.rf.c7a5796f88c2b917b96afda3a67a777c.jpg,VID_20231122_101409_mp4-1772_jpg.rf.c7a5796f88c2b917b96afda3a67a777c.txt,1,2
valid,VID_20231122_101409,1804,VID_20231122_101409_mp4-1804_jpg.rf.656ece251c40c397be782cdce9f54022.jpg,VID_20231122_101409_mp4-1804_jpg.rf.656ece251c40c397be782cdce9f54022.txt,1,4
valid,VID_20231122_101409,1808,VID_20231122_101409_mp4-1808_jpg.rf.e8f8f21d676568e31dbc07473f2dd5da.jpg,VID_20231122_101409_mp4-1808_jpg.rf.e8f8f21d676568e31dbc07473f2dd5da.txt,1,4
valid,VID_20231122_101409,1832,VID_20231122_101409_mp4-1832_jpg.rf.fcd46fcb889c8d7f48cda599aa73a556.jpg,VID_20231122_101409_mp4-1832_jpg.rf.fcd46fcb889c8d7f48cda599aa73a556.txt,1,4
valid,VID_20231122_101409,1833,VID_20231122_101409_mp4-1833_jpg.rf.198e4ac87f9259793b858fcc4113666a.jpg,VID_20231122_101409_mp4-1833_jpg.rf.198e4ac87f9259793b858fcc4113666a.txt,1,2
train,VID_20231122_101409,183,VID_20231122_101409_mp4-183_jpg.rf.a44ead8019cd295a9cabd4990e2a0037.jpg,VID_20231122_101409_mp4-183_jpg.rf.a44ead8019cd295a9cabd4990e2a0037.txt,1,1
valid,VID_20231122_101409,1870,VID_20231122_101409_mp4-1870_jpg.rf.e54d658397b30181d59c1b34d8196215.jpg,VID_20231122_101409_mp4-1870_jpg.rf.e54d658397b30181d59c1b34d8196215.txt,1,1
valid,VID_20231122_101409,1892,VID_20231122_101409_mp4-1892_jpg.rf.1c253bfa36c9c874f4c00ffcbf47fffd.jpg,VID_20231122_101409_mp4-1892_jpg.rf.1c253bfa36c9c874f4c00ffcbf47fffd.txt,1,1
train,VID_20231122_101409,1895,VID_20231122_101409_mp4-1895_jpg.rf.5f1db112bdf16e0f910257e7480e35a2.jpg,VID_20231122_101409_mp4-1895_jpg.rf.5f1db112bdf16e0f910257e7480e35a2.txt,1,1
train,VID_20231122_101409,1929,VID_20231122_101409_mp4-1929_jpg.rf.bfbed394434f2babecb742aee6eb1d8b.jpg,VID_20231122_101409_mp4-1929_jpg.rf.bfbed394434f2babecb742aee6eb1d8b.txt,1,1
train,VID_20231122_101409,1951,VID_20231122_101409_mp4-1951_jpg.rf.1b5f03f1d33e03ce2e9b27c2c459d119.jpg,VID_20231122_101409_mp4-1951_jpg.rf.1b5f03f1d33e03ce2e9b27c2c459d119.txt,0,0
train,VID_20231122_101409,1975,VID_20231122_101409_mp4-1975_jpg.rf.22dfde798ac54c83b7f2c9c744005e51.jpg,VID_20231122_101409_mp4-1975_jpg.rf.22dfde798ac54c83b7f2c9c744005e51.txt,0,0
train,VID_20231122_101409,1984,VID_20231122_101409_mp4-1984_jpg.rf.d3d3b3b77221e9d1ea7a1d3b6fa6b276.jpg,VID_20231122_101409_mp4-1984_jpg.rf.d3d3b3b77221e9d1ea7a1d3b6fa6b276.txt,0,0
train,VID_20231122_101409,1986,VID_20231122_101409_mp4-1986_jpg.rf.0c87e5ea43e8a6343cc96174775e4406.jpg,VID_20231122_101409_mp4-1986_jpg.rf.0c87e5ea43e8a6343cc96174775e4406.txt,0,0
train,VID_20231122_101409,1994,VID_20231122_101409_mp4-1994_jpg.rf.b67f2dab01ac279733af1de6d91b1f00.jpg,VID_20231122_101409_mp4-1994_jpg.rf.b67f2dab01ac279733af1de6d91b1f00.txt,0,0
train,VID_20231122_101409,2003,VID_20231122_101409_mp4-2003_jpg.rf.e5db9b38de4d87d7ff0aea48e4ee47cc.jpg,VID_20231122_101409_mp4-2003_jpg.rf.e5db9b38de4d87d7ff0aea48e4ee47cc.txt,0,0
train,VID_20231122_101409,2010,VID_20231122_101409_mp4-2010_jpg.rf.c53dc8d8109361a4a023c044acaf6a8a.jpg,VID_20231122_101409_mp4-2010_jpg.rf.c53dc8d8109361a4a023c044acaf6a8a.txt,0,0
train,VID_20231122_101409,2028,VID_20231122_101409_mp4-2028_jpg.rf.b9001c666193904032b76b3fd87fcb36.jpg,VID_20231122_101409_mp4-2028_jpg.rf.b9001c666193904032b76b3fd87fcb36.txt,1,1
train,VID_20231122_101409,2051,VID_20231122_101409_mp4-2051_jpg.rf.5994645ac7857443ad86ce6d5e0922b2.jpg,VID_20231122_101409_mp4-2051_jpg.rf.5994645ac7857443ad86ce6d5e0922b2.txt,1,1
train,VID_20231122_101409,2077,VID_20231122_101409_mp4-2077_jpg.rf.ba6c74fbcdfdc5cf63ace99dc8d1c99b.jpg,VID_20231122_101409_mp4-2077_jpg.rf.ba6c74fbcdfdc5cf63ace99dc8d1c99b.txt,0,0
train,VID_20231122_101409,2084,VID_20231122_101409_mp4-2084_jpg.rf.a4af494b5ce9124db86c3ac1447ffae5.jpg,VID_20231122_101409_mp4-2084_jpg.rf.a4af494b5ce9124db86c3ac1447ffae5.txt,0,0
train,VID_20231122_101409,2089,VID_20231122_101409_mp4-2089_jpg.rf.97326ae6720a93cdaaa76136fe8b840d.jpg,VID_20231122_101409_mp4-2089_jpg.rf.97326ae6720a93cdaaa76136fe8b840d.txt,1,1
train,VID_20231122_101409,2096,VID_20231122_101409_mp4-2096_jpg.rf.54cec010fa8d2f367179dc94859ff6b6.jpg,VID_20231122_101409_mp4-2096_jpg.rf.54cec010fa8d2f367179dc94859ff6b6.txt,1,1
train,VID_20231122_101409,211,VID_20231122_101409_mp4-211_jpg.rf.37557974db7cff5c7582912e6f357ff2.jpg,VID_20231122_101409_mp4-211_jpg.rf.37557974db7cff5c7582912e6f357ff2.txt,1,1
